STATION,DATE,TEMP,MAX,MIN,Celsius
RP000098755,2018-06-22,81.68,90.14,72.68,28
RP000098755,2018-06-23,81.68,90.86,,28
RP000098755,2018-06-24,83.84,91.94,74.30,29
RP000098755,2018-06-25,83.84,92.66,75.56,29
RP000098755,2018-06-26,83.48,93.56,75.38,29
RP000098755,2018-06-27,82.04,90.86,74.48,28
RP000098755,2018-06-28,84.02,92.66,75.20,29
RP000098755,2018-06-29,84.38,95.54,,29
RP000098755,2018-06-30,83.12,,73.94,28
RP000098755,2018-07-01,84.02,95.18,73.40,29
RP000098755,2018-07-02,82.40,93.02,74.66,28
RP000098755,2018-07-03,82.76,94.10,74.84,28
RP000098755,2018-07-04,80.42,91.76,,27
RP000098755,2018-07-05,80.60,91.94,73.40,27
RP000098755,2018-07-06,80.60,92.84,73.40,27
RP000098755,2018-07-07,82.76,94.64,74.66,28
RP000098755,2018-07-08,83.48,93.92,76.10,29
RP000098755,2018-07-09,83.84,95.00,75.74,29
RP000098755,2018-07-10,80.06,94.10,,27
RP000098755,2018-07-11,81.50,93.56,73.40,28
RP000098755,2018-07-12,78.44,81.50,75.38,26
RP000098755,2018-07-13,81.32,87.80,76.10,27
RP000098755,2018-07-14,83.30,95.36,,28
RP000098755,2018-07-15,80.42,92.12,,27
RP000098755,2018-07-16,80.06,88.70,74.84,27
RP000098755,2018-07-17,84.38,92.66,75.20,29
RP000098755,2018-07-18,84.20,93.56,,29
RP000098755,2018-07-19,84.92,93.20,77.00,29
RP000098755,2018-07-20,81.86,95.72,,28
RP000098755,2018-07-21,82.40,94.10,75.20,28
RP000098755,2018-07-22,79.88,94.10,,27
RP000098755,2018-07-23,83.12,91.76,75.20,28
RP000098755,2018-07-24,85.64,94.46,77.36,30
RP000098755,2018-07-25,85.46,97.16,77.00,30
RP000098755,2018-07-26,84.92,96.08,77.36,29
RP000098755,2018-07-27,83.12,95.18,,28
RP000098755,2018-07-28,83.48,93.38,73.76,29
RP000098755,2018-07-29,81.68,95.90,74.84,28
RP000098755,2018-07-30,83.30,95.36,74.30,28
RP000098755,2018-07-31,82.76,94.10,75.38,28
RP000098755,2018-08-01,82.22,93.20,75.56,28
RP000098755,2018-08-02,82.76,92.66,77.00,28
RP000098755,2018-08-03,80.24,90.86,,27
RP000098755,2018-08-04,82.94,92.12,74.30,28
RP000098755,2018-08-05,82.76,90.32,77.54,28
RP000098755,2018-08-06,84.20,95.54,78.08,29
RP000098755,2018-08-07,84.74,92.30,73.58,29
RP000098755,2018-08-08,83.66,94.28,,29
RP000098755,2018-08-09,83.48,96.08,,29
RP000098755,2018-08-10,83.48,95.54,,29
RP000098755,2018-08-11,82.94,90.50,75.56,28
RP000098755,2018-08-12,83.66,97.16,76.10,29
RP000098755,2018-08-13,84.74,96.44,75.56,29
RP000098755,2018-08-14,85.28,97.16,77.00,30
RP000098755,2018-08-15,84.74,95.36,77.90,29
RP000098755,2018-08-16,82.04,89.06,,28
RP000098755,2018-08-17,82.40,94.82,76.10,28
RP000098755,2018-08-18,83.12,96.44,75.74,28
RP000098755,2018-08-19,81.68,90.68,76.10,28
RP000098755,2018-08-20,83.66,95.54,75.74,29
RP000098755,2018-08-21,85.28,92.66,75.92,30
RP000098755,2018-08-22,81.86,91.04,,28
RP000098755,2018-08-23,82.58,93.92,,28
RP000098755,2018-08-24,80.06,91.94,,27
RP000098755,2018-08-25,79.70,87.80,73.94,26
RP000098755,2018-08-26,79.70,90.68,,26
RP000098755,2018-08-27,83.12,92.30,71.96,28
RP000098755,2018-08-28,82.76,90.50,74.30,28
RP000098755,2018-08-29,82.04,90.14,75.38,28
RP000098755,2018-08-30,78.98,91.04,,26
RP000098755,2018-08-31,81.32,91.04,73.40,27
RP000098755,2018-09-01,82.94,95.36,74.12,28
RP000098755,2018-09-02,83.84,93.20,75.56,29
RP000098755,2018-09-03,84.02,93.56,77.00,29
RP000098755,2018-09-04,81.32,92.30,,27
RP000098755,2018-09-05,81.86,94.28,73.94,28
RP000098755,2018-09-06,85.28,95.36,74.48,30
RP000098755,2018-09-07,83.48,96.08,,29
RP000098755,2018-09-08,81.32,91.76,75.20,27
RP000098755,2018-09-09,80.06,88.88,74.30,27
RP000098755,2018-09-10,80.06,91.76,,27
RP000098755,2018-09-11,79.52,94.10,73.40,26
RP000098755,2018-09-12,80.60,89.24,74.48,27
RP000098755,2018-09-13,81.68,86.72,76.10,28
RP000098755,2018-09-14,82.40,90.50,78.62,28
RP000098755,2018-09-15,83.84,92.84,,29
RP000098755,2018-09-16,83.12,89.60,,28
RP000098755,2018-09-18,79.34,89.24,,26
RP000098755,2018-09-19,82.04,91.94,,28
RP000098755,2018-09-20,78.08,,,26
RP000098755,2018-09-21,80.24,90.32,72.86,27
RP000098755,2018-09-22,82.58,91.22,75.74,28
RP000098755,2018-09-23,81.50,91.04,75.38,28
RP000098755,2018-09-24,83.30,94.10,74.30,28
RP000098755,2018-09-25,83.66,96.44,74.30,29
RP000098755,2018-09-26,85.46,94.82,76.46,30
RP000098755,2018-09-27,85.28,95.72,75.74,30
RP000098755,2018-09-28,83.48,92.12,,29
RP000098755,2018-09-29,83.66,91.94,76.10,29
RP000098755,2018-09-30,83.30,92.30,76.28,28
RP000098755,2018-10-01,80.06,93.38,,27
RP000098755,2018-10-02,82.04,92.30,74.48,28
RP000098755,2018-10-03,80.96,91.04,,27
RP000098755,2018-10-04,81.86,91.76,75.02,28
RP000098755,2018-10-05,82.58,90.50,74.84,28
RP000098755,2018-10-06,82.04,90.32,75.92,28
RP000098755,2018-10-07,82.94,87.80,76.10,28
RP000098755,2018-10-08,81.68,88.70,,28
RP000098755,2018-10-09,81.50,90.14,74.30,28
RP000098755,2018-10-10,81.14,88.70,73.76,27
RP000098755,2018-10-11,81.86,88.16,74.12,28
RP000098755,2018-10-12,81.86,87.26,75.92,28
RP000098755,2018-10-13,81.50,,75.92,28
RP000098755,2018-10-14,79.52,86.36,74.30,26
RP000098755,2018-10-15,81.68,88.16,74.66,28
RP000098755,2018-10-16,80.24,89.60,,27
RP000098755,2018-10-17,79.88,89.24,73.04,27
RP000098755,2018-10-18,80.78,87.44,73.04,27
RP000098755,2018-10-19,80.78,87.08,75.20,27
RP000098755,2018-10-20,81.68,88.70,74.48,28
RP000098755,2018-10-21,81.32,91.04,75.20,27
RP000098755,2018-10-22,79.52,86.72,,26
RP000098755,2018-10-23,79.34,91.76,71.96,26
RP000098755,2018-10-24,81.14,89.78,75.38,27
RP000098755,2018-10-25,82.22,90.50,75.74,28
RP000098755,2018-10-26,81.14,88.16,74.84,27
RP000098755,2018-10-27,80.96,89.60,74.30,27
RP000098755,2018-10-28,81.68,92.12,74.30,28
RP000098755,2018-10-29,82.76,93.92,72.68,28
RP000098755,2018-10-30,83.12,90.32,75.20,28
RP000098755,2018-10-31,82.58,,,28
RP000098755,2018-11-01,82.04,89.42,75.38,28
RP000098755,2018-11-02,80.96,87.08,75.74,27
RP000098755,2018-11-03,79.70,86.72,75.56,26
RP000098755,2018-11-04,81.14,87.26,75.02,27
RP000098755,2018-11-05,80.96,87.80,76.10,27
RP000098755,2018-11-06,80.60,85.46,75.92,27
RP000098755,2018-11-07,81.14,85.28,,27
RP000098755,2018-11-08,79.88,88.16,,27
RP000098755,2018-11-09,80.78,87.26,74.30,27
RP000098755,2018-11-10,78.44,84.92,75.20,26
RP000098755,2018-11-11,79.52,85.64,75.20,26
RP000098755,2018-11-12,76.82,78.80,75.20,25
RP000098755,2018-11-13,76.82,80.06,,25
RP000098755,2018-11-14,80.60,86.90,74.12,27
RP000098755,2018-11-15,78.98,83.84,,26
RP000098755,2018-11-16,78.62,86.72,73.94,26
RP000098755,2018-11-17,80.24,87.26,,27
RP000098755,2018-11-18,80.96,87.44,71.60,27
RP000098755,2018-11-19,74.84,78.98,,24
RP000098755,2018-11-20,77.72,86.36,70.34,25
RP000098755,2018-11-21,81.68,88.70,72.50,28
RP000098755,2018-11-22,81.32,87.26,75.56,27
RP000098755,2018-11-23,80.96,88.88,,27
RP000098755,2018-11-24,81.32,90.50,73.40,27
RP000098755,2018-11-25,82.04,89.06,74.30,28
RP000098755,2018-11-26,82.22,89.60,76.10,28
RP000098755,2018-11-27,81.32,89.06,76.28,27
RP000098755,2018-11-28,79.34,,75.92,26
RP000098755,2018-11-29,80.06,87.44,,27
RP000098755,2018-11-30,79.52,87.98,73.76,26
RP000098755,2018-12-01,77.72,84.20,,25
RP000098755,2018-12-02,78.80,88.34,73.40,26
RP000098755,2018-12-03,80.78,89.42,72.32,27
RP000098755,2018-12-04,80.78,86.36,74.48,27
RP000098755,2018-12-05,81.50,86.54,76.46,28
RP000098755,2018-12-06,82.22,87.26,77.36,28
RP000098755,2018-12-07,80.78,86.00,77.00,27
RP000098755,2018-12-08,82.22,86.90,76.10,28
RP000098755,2018-12-09,80.78,86.90,76.28,27
RP000098755,2018-12-10,80.24,87.26,75.20,27
RP000098755,2018-12-11,80.06,86.18,75.20,27
RP000098755,2018-12-12,79.88,86.54,74.66,27
RP000098755,2018-12-13,80.78,85.82,74.30,27
RP000098755,2018-12-14,81.32,86.36,76.10,27
RP000098755,2018-12-15,81.86,87.08,77.00,28
RP000098755,2018-12-16,80.24,86.00,76.10,27
RP000098755,2018-12-17,78.62,86.00,,26
RP000098755,2018-12-18,80.06,87.98,73.76,27
RP000098755,2018-12-19,78.44,90.50,,26
RP000098755,2018-12-20,79.16,86.00,72.68,26
RP000098755,2018-12-21,79.16,85.82,74.30,26
RP000098755,2018-12-22,80.24,88.52,75.20,27
RP000098755,2018-12-23,79.16,84.56,75.38,26
RP000098755,2018-12-24,77.00,81.50,75.20,25
RP000098755,2018-12-25,80.24,88.34,73.58,27
RP000098755,2018-12-26,80.78,90.50,,27
RP000098755,2018-12-27,81.14,87.98,74.48,27
RP000098755,2018-12-28,81.68,88.88,76.82,28
RP000098755,2018-12-29,81.86,88.70,76.10,28
RP000098755,2018-12-30,79.70,84.56,,26
RP000098755,2018-12-31,80.42,95.36,74.12,27
RP000098755,2019-01-01,81.86,87.08,75.56,28
RP000098755,2019-01-02,81.50,84.56,79.16,28
RP000098755,2019-01-03,82.22,95.36,,28
RP000098755,2019-01-04,80.60,87.44,72.50,27
RP000098755,2019-01-05,78.80,82.40,75.20,26
RP000098755,2019-01-06,79.88,103.10,,27
RP000098755,2019-01-07,78.62,85.28,71.60,26
RP000098755,2019-01-08,80.78,85.28,73.40,27
RP000098755,2019-01-09,80.60,85.82,74.48,27
RP000098755,2019-01-10,78.80,84.74,,26
RP000098755,2019-01-11,77.00,81.50,,25
RP000098755,2019-01-12,77.18,82.40,72.50,25
RP000098755,2019-01-13,79.52,84.92,74.12,26
RP000098755,2019-01-14,80.42,85.10,75.20,27
RP000098755,2019-01-15,79.88,84.74,73.40,27
RP000098755,2019-01-16,78.80,84.02,74.84,26
RP000098755,2019-01-17,78.98,85.10,,26
RP000098755,2019-01-18,78.26,83.84,72.14,26
RP000098755,2019-01-19,75.92,81.32,73.40,24
RP000098755,2019-01-20,76.64,79.88,73.40,25
RP000098755,2019-01-21,80.60,87.08,74.30,27
RP000098755,2019-01-22,79.52,85.46,76.10,26
RP000098755,2019-01-23,81.32,86.36,75.92,27
RP000098755,2019-01-24,80.24,84.92,76.64,27
RP000098755,2019-01-25,80.78,86.00,75.38,27
RP000098755,2019-01-26,75.74,80.60,,24
RP000098755,2019-01-27,74.12,79.34,70.52,23
RP000098755,2019-01-28,74.84,79.52,70.70,24
RP000098755,2019-01-29,74.84,80.60,,24
RP000098755,2019-01-30,74.84,80.06,70.16,24
RP000098755,2019-01-31,78.08,83.48,71.42,26
RP000098755,2019-02-01,76.10,83.84,,24
RP000098755,2019-02-02,78.26,84.74,68.00,26
RP000098755,2019-02-03,77.54,82.40,,25
RP000098755,2019-02-04,76.28,78.98,73.40,25
RP000098755,2019-02-05,78.44,91.94,73.94,26
RP000098755,2019-02-06,78.26,84.02,,26
RP000098755,2019-02-07,78.08,84.92,71.42,26
RP000098755,2019-02-08,78.08,84.20,72.50,26
RP000098755,2019-02-09,77.54,85.46,72.50,25
RP000098755,2019-02-10,80.24,84.20,72.32,27
RP000098755,2019-02-11,79.16,83.84,74.84,26
RP000098755,2019-02-12,79.52,84.92,74.48,26
RP000098755,2019-02-13,78.08,84.20,,26
RP000098755,2019-02-14,78.98,86.90,69.80,26
RP000098755,2019-02-15,78.62,86.36,73.40,26
RP000098755,2019-02-16,75.38,80.24,,24
RP000098755,2019-02-17,77.18,,71.24,25
RP000098755,2019-02-18,79.34,84.74,71.06,26
RP000098755,2019-02-19,78.62,84.56,72.50,26
RP000098755,2019-02-20,79.34,85.82,,26
RP000098755,2019-02-21,76.46,84.92,,25
RP000098755,2019-02-22,77.90,85.82,66.20,26
RP000098755,2019-02-23,76.82,84.56,68.90,25
RP000098755,2019-02-24,77.18,84.38,,25
RP000098755,2019-02-25,77.36,84.20,68.00,25
RP000098755,2019-02-26,75.74,83.84,,24
RP000098755,2019-02-27,77.00,86.72,65.30,25
RP000098755,2019-02-28,77.72,84.56,69.98,25
RP000098755,2019-03-01,80.06,86.54,73.94,27
RP000098755,2019-03-02,78.44,85.10,73.40,26
RP000098755,2019-03-03,80.24,87.98,73.40,27
RP000098755,2019-03-04,79.52,86.72,72.50,26
RP000098755,2019-03-05,78.98,84.02,,26
RP000098755,2019-03-06,80.06,84.74,72.50,27
RP000098755,2019-03-07,77.90,84.92,,26
RP000098755,2019-03-08,77.54,84.92,71.96,25
RP000098755,2019-03-09,78.44,85.46,71.60,26
RP000098755,2019-03-10,78.44,85.82,71.60,26
RP000098755,2019-03-11,78.26,84.92,71.60,26
RP000098755,2019-03-12,78.98,85.46,72.50,26
RP000098755,2019-03-13,78.98,,72.50,26
RP000098755,2019-03-14,79.52,85.10,71.96,26
RP000098755,2019-03-15,78.98,86.36,,26
RP000098755,2019-03-16,77.54,87.62,,25
RP000098755,2019-03-17,79.70,86.90,73.76,26
RP000098755,2019-03-18,77.18,82.40,75.20,25
RP000098755,2019-03-19,79.88,84.92,74.30,27
RP000098755,2019-03-20,79.34,84.56,,26
RP000098755,2019-03-21,79.34,86.72,72.32,26
RP000098755,2019-03-22,79.52,84.92,71.24,26
RP000098755,2019-03-23,79.88,85.46,72.50,27
RP000098755,2019-03-24,80.06,85.64,,27
RP000098755,2019-03-25,78.08,85.82,,26
RP000098755,2019-03-26,81.14,87.62,68.90,27
RP000098755,2019-03-27,79.88,85.82,,27
RP000098755,2019-03-28,78.62,85.28,,26
RP000098755,2019-03-29,78.08,84.56,70.88,26
RP000098755,2019-03-30,79.52,85.46,70.70,26
RP000098755,2019-03-31,81.32,87.08,70.52,27
RP000098755,2019-04-01,79.34,86.90,,26
RP000098755,2019-04-02,80.24,86.18,75.20,27
RP000098755,2019-04-03,79.34,84.56,75.02,26
RP000098755,2019-04-04,80.24,86.72,,27
RP000098755,2019-04-05,80.78,85.46,73.94,27
RP000098755,2019-04-06,81.32,87.62,74.84,27
RP000098755,2019-04-07,79.70,86.00,68.90,26
RP000098755,2019-04-08,80.24,84.20,75.20,27
RP000098755,2019-04-09,80.06,91.04,77.00,27
RP000098755,2019-04-10,80.60,85.10,76.82,27
RP000098755,2019-04-11,81.32,89.42,76.82,27
RP000098755,2019-04-12,83.48,88.34,76.28,29
RP000098755,2019-04-13,80.78,86.72,,27
RP000098755,2019-04-14,80.78,86.54,74.84,27
RP000098755,2019-04-15,80.96,86.54,74.30,27
RP000098755,2019-04-16,80.42,86.72,,27
RP000098755,2019-04-17,81.14,89.96,72.14,27
RP000098755,2019-04-18,82.22,88.52,74.30,28
RP000098755,2019-04-19,82.58,89.60,,28
RP000098755,2019-04-20,81.68,88.52,73.76,28
RP000098755,2019-04-21,81.32,85.82,75.56,27
RP000098755,2019-04-22,81.14,87.08,,27
RP000098755,2019-04-23,80.24,87.08,,27
RP000098755,2019-04-24,80.42,87.62,72.50,27
RP000098755,2019-04-25,80.60,87.08,75.02,27
RP000098755,2019-04-26,81.32,86.36,,27
RP000098755,2019-04-27,80.96,88.70,,27
RP000098755,2019-04-28,80.96,88.70,,27
RP000098755,2019-04-29,80.96,87.08,75.02,27
RP000098755,2019-04-30,81.32,88.52,75.20,27
RP000098755,2019-05-01,80.24,87.26,75.92,27
RP000098755,2019-05-02,80.78,87.62,75.02,27
RP000098755,2019-05-03,82.04,88.52,74.48,28
RP000098755,2019-05-04,82.94,92.30,75.20,28
RP000098755,2019-05-05,82.76,91.22,74.84,28
RP000098755,2019-05-06,84.02,94.10,75.20,29
RP000098755,2019-05-07,84.56,92.48,76.46,29
RP000098755,2019-05-08,85.82,93.92,76.82,30
RP000098755,2019-05-09,82.76,92.48,,28
RP000098755,2019-05-10,82.94,,75.20,28
RP000098755,2019-05-11,83.48,93.20,75.56,29
RP000098755,2019-05-12,80.96,84.74,77.54,27
RP000098755,2019-05-13,83.48,88.88,,29
RP000098755,2019-05-14,83.48,90.50,76.64,29
RP000098755,2019-05-15,82.58,92.66,,28
RP000098755,2019-05-16,84.74,92.66,74.84,29
RP000098755,2019-05-17,81.14,91.94,,27
RP000098755,2019-05-18,83.66,92.30,74.48,29
RP000098755,2019-05-19,84.56,91.94,75.38,29
RP000098755,2019-05-20,86.54,96.08,76.82,30
RP000098755,2019-05-21,84.92,95.00,,29
RP000098755,2019-05-22,84.20,95.00,,29
RP000098755,2019-05-23,84.92,94.64,75.56,29
RP000098755,2019-05-24,84.74,,77.00,29
RP000098755,2019-05-25,83.84,94.46,77.00,29
RP000098755,2019-05-26,83.66,92.30,76.46,29
RP000098755,2019-05-27,84.74,,77.18,29
RP000098755,2019-05-28,83.48,92.30,,29
RP000098755,2019-05-29,84.74,92.84,75.92,29
RP000098755,2019-05-30,80.60,87.08,,27
RP000098755,2019-05-31,83.12,92.84,75.20,28
RP000098755,2019-06-01,80.78,88.88,77.00,27
RP000098755,2019-06-02,80.78,88.52,,27
RP000098755,2019-06-03,81.32,88.16,75.74,27
RP000098755,2019-06-04,78.98,89.24,75.56,26
RP000098755,2019-06-05,81.50,90.86,74.30,28
RP000098755,2019-06-06,82.94,91.40,74.84,28
RP000098755,2019-06-07,82.58,90.86,76.10,28
RP000098755,2019-06-08,80.24,88.88,77.00,27
RP000098755,2019-06-09,83.84,90.68,76.28,29
RP000098755,2019-06-10,82.04,88.70,,28
RP000098755,2019-06-11,83.84,93.74,75.92,29
RP000098755,2019-06-12,85.46,93.02,77.18,30
RP000098755,2019-06-13,84.38,95.00,77.54,29
RP000098755,2019-06-14,82.58,91.40,,28
RP000098755,2019-06-15,83.84,93.20,76.10,29
RP000098755,2019-06-16,84.38,94.10,76.28,29
RP000098755,2019-06-17,82.76,90.32,,28
RP000098755,2019-06-18,82.94,92.66,75.38,28
RP000098755,2019-06-19,83.30,90.32,76.82,28
RP000098755,2019-06-20,84.92,93.38,76.82,29
RP000098755,2019-06-21,82.40,92.48,,28
RP000098755,2019-06-22,80.06,84.20,74.48,27
RP000098755,2019-06-23,80.42,92.84,,27
RP000098755,2019-06-24,80.42,91.58,75.38,27
RP000098755,2019-06-25,83.30,92.48,74.12,28
RP000098755,2019-06-26,82.94,93.56,76.82,28
RP000098755,2019-06-27,80.42,92.30,,27
RP000098755,2019-06-28,82.22,90.50,74.84,28
RP000098755,2019-06-29,82.04,90.50,,28
RP000098755,2019-06-30,82.76,92.30,77.00,28
RP000098755,2019-07-01,81.50,88.70,,28
RP000098755,2019-07-02,81.32,91.58,75.20,27
RP000098755,2019-07-03,80.42,89.42,,27
RP000098755,2019-07-04,81.68,89.60,75.20,28
RP000098755,2019-07-05,81.68,89.96,,28
RP000098755,2019-07-06,83.48,93.20,75.20,29
RP000098755,2019-07-07,83.48,92.30,76.10,29
RP000098755,2019-07-08,82.76,94.46,,28
RP000098755,2019-07-09,80.24,87.08,74.30,27
RP000098755,2019-07-10,81.14,90.32,74.84,27
RP000098755,2019-07-11,81.50,90.32,74.30,28
RP000098755,2019-07-12,80.78,89.42,74.48,27
RP000098755,2019-07-13,80.06,86.90,76.10,27
RP000098755,2019-07-14,79.16,86.00,,26
RP000098755,2019-07-15,81.68,91.04,75.02,28
RP000098755,2019-07-16,84.38,93.92,77.54,29
RP000098755,2019-07-17,82.76,92.12,,28
RP000098755,2019-07-18,84.20,92.12,75.02,29
RP000098755,2019-07-19,84.02,93.02,75.56,29
RP000098755,2019-07-20,84.56,93.92,74.66,29
RP000098755,2019-07-21,84.20,93.74,,29
RP000098755,2019-07-22,82.58,96.44,,28
RP000098755,2019-07-23,79.88,93.02,74.84,27
RP000098755,2019-07-24,81.14,92.12,73.40,27
RP000098755,2019-07-25,79.88,95.36,,27
RP000098755,2019-07-26,82.76,94.46,73.04,28
RP000098755,2019-07-27,82.94,89.42,74.12,28
RP000098755,2019-07-28,80.24,89.60,,27
RP000098755,2019-07-29,80.42,86.90,74.84,27
RP000098755,2019-07-30,82.76,92.48,75.92,28
RP000098755,2019-07-31,82.04,88.88,75.92,28
RP000098755,2019-08-01,83.30,90.32,76.64,28
RP000098755,2019-08-02,82.94,89.78,78.08,28
RP000098755,2019-08-03,84.20,93.56,77.90,29
RP000098755,2019-08-04,84.74,95.72,78.80,29
RP000098755,2019-08-05,86.54,97.34,78.26,30
RP000098755,2019-08-06,85.28,95.00,79.16,30
RP000098755,2019-08-07,85.82,96.62,,30
RP000098755,2019-08-08,84.56,95.54,77.72,29
RP000098755,2019-08-09,86.18,95.00,77.00,30
RP000098755,2019-08-10,84.74,95.72,75.56,29
RP000098755,2019-08-11,86.18,95.72,77.90,30
RP000098755,2019-08-12,86.00,95.54,77.00,30
RP000098755,2019-08-13,81.14,92.48,,27
RP000098755,2019-08-14,83.84,93.56,74.84,29
RP000098755,2019-08-15,84.38,92.30,77.00,29
RP000098755,2019-08-16,82.94,94.10,,28
RP000098755,2019-08-17,80.96,90.14,74.30,27
RP000098755,2019-08-18,83.12,91.76,75.20,28
RP000098755,2019-08-19,82.94,92.84,,28
RP000098755,2019-08-20,81.14,96.62,,27
RP000098755,2019-08-21,81.50,93.02,73.58,28
RP000098755,2019-08-22,83.48,96.62,77.00,29
RP000098755,2019-08-23,84.02,94.64,,29
RP000098755,2019-08-24,83.66,90.50,77.00,29
RP000098755,2019-08-25,83.12,91.76,77.00,28
RP000098755,2019-08-26,83.48,92.12,75.56,29
RP000098755,2019-08-27,84.38,95.36,78.44,29
RP000098755,2019-08-28,83.84,90.50,,29
RP000098755,2019-08-29,80.60,89.78,,27
RP000098755,2019-08-30,81.32,91.40,74.30,27
RP000098755,2019-08-31,79.88,91.58,75.20,27
RP000098755,2019-09-01,79.34,91.40,75.20,26
RP000098755,2019-09-02,81.86,94.10,75.20,28
RP000098755,2019-09-03,82.22,90.14,74.84,28
RP000098755,2019-09-04,83.66,91.40,73.76,29
RP000098755,2019-09-05,83.48,94.28,,29
RP000098755,2019-09-06,86.00,95.00,77.00,30
RP000098755,2019-09-07,84.38,95.00,76.10,29
RP000098755,2019-09-08,82.76,91.40,76.28,28
RP000098755,2019-09-09,84.56,92.12,76.10,29
RP000098755,2019-09-10,84.56,92.48,77.00,29
RP000098755,2019-09-11,84.74,94.64,77.90,29
RP000098755,2019-09-12,84.02,91.76,78.62,29
RP000098755,2019-09-13,85.82,95.90,77.90,30
RP000098755,2019-09-14,86.54,96.44,,30
RP000098755,2019-09-15,84.02,96.62,,29
RP000098755,2019-09-16,83.66,91.40,75.56,29
RP000098755,2019-09-17,83.30,90.86,77.00,28
RP000098755,2019-09-18,82.58,90.68,77.18,28
RP000098755,2019-09-19,82.94,91.04,76.28,28
RP000098755,2019-09-20,82.94,91.22,76.10,28
RP000098755,2019-09-21,81.32,89.96,,27
RP000098755,2019-09-22,82.22,90.68,72.50,28
RP000098755,2019-09-23,80.96,,,27
RP000098755,2019-09-24,81.32,89.60,72.68,27
RP000098755,2019-09-25,82.76,91.40,74.12,28
RP000098755,2019-09-26,83.84,92.30,76.82,29
RP000098755,2019-09-27,83.66,91.22,76.82,29
RP000098755,2019-09-28,82.76,92.66,,28
RP000098755,2019-09-29,83.30,93.56,73.22,28
RP000098755,2019-09-30,82.22,92.12,74.12,28
RP000098755,2019-10-01,82.76,90.50,73.94,28
RP000098755,2019-10-02,82.22,91.04,75.20,28
RP000098755,2019-10-03,82.22,93.02,74.84,28
RP000098755,2019-10-04,82.94,92.66,74.12,28
RP000098755,2019-10-05,81.86,88.70,75.20,28
RP000098755,2019-10-06,81.86,,74.48,28
RP000098755,2019-10-07,82.76,89.96,75.20,28
RP000098755,2019-10-08,81.68,92.84,,28
RP000098755,2019-10-09,80.42,90.68,73.40,27
RP000098755,2019-10-10,79.16,88.88,,26
RP000098755,2019-10-11,80.78,90.32,73.76,27
RP000098755,2019-10-12,81.32,88.70,74.48,27
RP000098755,2019-10-13,79.88,87.80,,27
RP000098755,2019-10-14,81.32,89.96,73.04,27
RP000098755,2019-10-15,81.32,89.24,75.20,27
RP000098755,2019-10-16,82.04,89.24,75.02,28
RP000098755,2019-10-17,81.86,90.86,75.38,28
RP000098755,2019-10-18,81.86,88.88,75.20,28
RP000098755,2019-10-19,82.40,88.88,74.48,28
RP000098755,2019-10-20,82.58,87.62,75.74,28
RP000098755,2019-10-21,82.94,90.86,76.28,28
RP000098755,2019-10-22,83.48,91.04,75.92,29
RP000098755,2019-10-23,81.86,90.32,,28
RP000098755,2019-10-24,82.58,90.68,74.12,28
RP000098755,2019-10-25,81.14,89.60,75.20,27
RP000098755,2019-10-26,79.34,88.88,,26
RP000098755,2019-10-27,78.44,83.12,73.40,26
RP000098755,2019-10-28,82.22,89.60,74.84,28
RP000098755,2019-10-29,81.50,86.90,75.02,28
RP000098755,2019-10-30,76.46,80.96,,25
RP000098755,2019-10-31,78.44,84.92,72.86,26
RP000098755,2019-11-01,80.42,89.42,73.94,27
RP000098755,2019-11-02,81.68,90.14,,28
RP000098755,2019-11-03,81.14,93.20,,27
RP000098755,2019-11-04,81.14,90.86,74.12,27
RP000098755,2019-11-05,82.58,92.12,,28
RP000098755,2019-11-06,81.86,92.12,74.30,28
RP000098755,2019-11-07,86.36,94.28,74.30,30
RP000098755,2019-11-08,79.70,89.06,,26
RP000098755,2019-11-09,80.96,89.42,73.40,27
RP000098755,2019-11-10,82.58,93.38,74.30,28
RP000098755,2019-11-11,80.78,90.68,75.56,27
RP000098755,2019-11-12,79.52,88.70,75.20,26
RP000098755,2019-11-13,81.86,88.70,75.02,28
RP000098755,2019-11-14,82.04,94.10,,28
RP000098755,2019-11-15,83.12,94.10,74.30,28
RP000098755,2019-11-16,84.20,95.36,75.56,29
RP000098755,2019-11-17,82.04,90.50,75.02,28
RP000098755,2019-11-18,82.40,90.50,74.30,28
RP000098755,2019-11-19,81.14,88.88,,27
RP000098755,2019-11-20,82.04,91.76,74.84,28
RP000098755,2019-11-21,82.22,89.96,74.30,28
RP000098755,2019-11-22,80.42,88.16,75.38,27
RP000098755,2019-11-23,82.58,88.16,74.84,28
RP000098755,2019-11-24,79.52,85.46,75.20,26
RP000098755,2019-11-25,81.50,89.78,74.30,28
RP000098755,2019-11-26,81.68,87.98,76.10,28
RP000098755,2019-11-27,79.34,84.74,,26
RP000098755,2019-11-28,81.86,89.24,74.48,28
RP000098755,2019-11-29,78.62,85.10,75.56,26
RP000098755,2019-11-30,80.96,89.60,,27
RP000098755,2019-12-01,80.96,89.60,72.68,27
RP000098755,2019-12-02,82.76,93.20,74.48,28
RP000098755,2019-12-03,82.94,90.68,73.22,28
RP000098755,2019-12-04,82.58,88.34,75.92,28
RP000098755,2019-12-05,82.22,91.40,,28
RP000098755,2019-12-06,81.86,87.98,76.28,28
RP000098755,2019-12-07,81.68,89.06,,28
RP000098755,2019-12-08,82.94,89.78,75.20,28
