STATION,DATE,TEMP,MAX,MIN,Celsius
RPM00098646,2018-06-11,83.66,88.16,,29
RPM00098646,2018-06-12,84.56,93.20,78.44,29
RPM00098646,2018-06-13,86.00,92.48,78.44,30
RPM00098646,2018-06-14,84.92,92.30,,29
RPM00098646,2018-06-15,85.10,93.56,77.54,29
RPM00098646,2018-06-16,85.46,93.74,79.16,30
RPM00098646,2018-06-17,83.48,94.10,,29
RPM00098646,2018-06-18,84.02,90.86,77.72,29
RPM00098646,2018-06-19,82.22,91.40,,28
RPM00098646,2018-06-20,82.04,,75.74,28
RPM00098646,2018-06-21,81.68,91.04,76.64,28
RPM00098646,2018-06-22,81.50,91.40,77.00,28
RPM00098646,2018-06-23,82.76,90.50,76.82,28
RPM00098646,2018-06-24,84.02,92.66,76.82,29
RPM00098646,2018-06-25,82.04,90.86,,28
RPM00098646,2018-06-26,82.58,,77.00,28
RPM00098646,2018-06-27,82.94,89.78,76.82,28
RPM00098646,2018-06-28,83.48,91.04,78.26,29
RPM00098646,2018-06-29,84.02,90.32,78.44,29
RPM00098646,2018-06-30,82.22,93.56,,28
RPM00098646,2018-07-01,82.58,89.60,73.58,28
RPM00098646,2018-07-02,82.94,90.68,,28
RPM00098646,2018-07-03,82.58,91.40,75.20,28
RPM00098646,2018-07-04,82.76,,77.54,28
RPM00098646,2018-07-05,81.32,90.68,,27
RPM00098646,2018-07-06,83.48,89.60,75.74,29
RPM00098646,2018-07-07,83.12,91.04,,28
RPM00098646,2018-07-08,81.86,91.04,,28
RPM00098646,2018-07-09,84.38,91.58,75.56,29
RPM00098646,2018-07-10,82.76,91.40,78.26,28
RPM00098646,2018-07-11,84.38,91.40,78.26,29
RPM00098646,2018-07-12,82.94,,78.26,28
RPM00098646,2018-07-13,80.60,88.16,,27
RPM00098646,2018-07-14,83.12,90.32,74.30,28
RPM00098646,2018-07-15,81.14,90.32,,27
RPM00098646,2018-07-16,83.12,88.52,77.18,28
RPM00098646,2018-07-17,83.66,89.60,78.98,29
RPM00098646,2018-07-18,85.28,92.48,,30
RPM00098646,2018-07-19,82.58,92.12,,28
RPM00098646,2018-07-20,84.02,92.30,77.54,29
RPM00098646,2018-07-21,85.64,91.58,,30
RPM00098646,2018-07-22,82.76,89.96,77.72,28
RPM00098646,2018-07-23,82.76,,,28
RPM00098646,2018-07-24,83.66,91.40,78.80,29
RPM00098646,2018-07-25,83.30,89.60,78.08,28
RPM00098646,2018-07-26,82.58,89.96,,28
RPM00098646,2018-07-27,82.40,90.32,,28
RPM00098646,2018-07-28,84.38,91.94,77.00,29
RPM00098646,2018-07-29,84.92,92.84,,29
RPM00098646,2018-07-30,83.84,91.40,78.80,29
RPM00098646,2018-07-31,82.40,90.14,,28
RPM00098646,2018-08-01,82.58,89.96,75.56,28
RPM00098646,2018-08-02,82.04,89.78,78.08,28
RPM00098646,2018-08-03,82.40,88.88,77.54,28
RPM00098646,2018-08-04,80.78,87.62,,27
RPM00098646,2018-08-05,82.40,89.42,77.18,28
RPM00098646,2018-08-06,84.20,90.14,77.90,29
RPM00098646,2018-08-07,83.48,89.96,,29
RPM00098646,2018-08-08,82.40,90.68,,28
RPM00098646,2018-08-09,84.56,92.48,76.28,29
RPM00098646,2018-08-10,81.68,90.86,,28
RPM00098646,2018-08-11,84.56,,75.02,29
RPM00098646,2018-08-12,84.92,90.86,78.98,29
RPM00098646,2018-08-13,85.28,90.86,79.70,30
RPM00098646,2018-08-14,84.74,92.12,,29
RPM00098646,2018-08-15,85.82,92.48,78.98,30
RPM00098646,2018-08-16,85.10,92.12,,29
RPM00098646,2018-08-17,83.48,91.94,,29
RPM00098646,2018-08-18,82.22,91.04,78.44,28
RPM00098646,2018-08-19,84.38,93.56,,29
RPM00098646,2018-08-20,85.46,93.20,77.36,30
RPM00098646,2018-08-21,85.64,93.56,79.88,30
RPM00098646,2018-08-22,84.74,94.28,,29
RPM00098646,2018-08-23,85.82,95.36,79.52,30
RPM00098646,2018-08-24,85.28,94.28,,30
RPM00098646,2018-08-25,84.38,93.20,79.34,29
RPM00098646,2018-08-26,83.12,90.68,,28
RPM00098646,2018-08-27,83.66,91.40,,29
RPM00098646,2018-08-28,83.30,92.12,,28
RPM00098646,2018-08-29,83.48,90.86,,29
RPM00098646,2018-08-30,81.14,91.76,,27
RPM00098646,2018-08-31,77.72,81.50,,25
RPM00098646,2018-09-01,80.78,,75.20,27
RPM00098646,2018-09-02,83.66,88.70,76.82,29
RPM00098646,2018-09-03,82.76,89.78,,28
RPM00098646,2018-09-04,81.68,90.68,,28
RPM00098646,2018-09-05,81.32,86.90,76.46,27
RPM00098646,2018-09-06,81.32,87.44,,27
RPM00098646,2018-09-07,84.02,92.30,77.54,29
RPM00098646,2018-09-08,83.48,92.66,,29
RPM00098646,2018-09-09,81.14,90.68,,27
RPM00098646,2018-09-10,83.66,91.94,72.86,29
RPM00098646,2018-09-11,81.86,89.60,77.72,28
RPM00098646,2018-09-12,82.76,90.32,78.80,28
RPM00098646,2018-09-13,83.12,90.32,,28
RPM00098646,2018-09-14,80.96,85.28,77.00,27
RPM00098646,2018-09-15,82.94,88.52,77.36,28
RPM00098646,2018-09-16,82.94,90.50,,28
RPM00098646,2018-09-17,80.42,,,27
RPM00098646,2018-09-18,82.22,89.60,,28
RPM00098646,2018-09-19,81.86,87.80,,28
RPM00098646,2018-09-20,80.06,83.84,76.10,27
RPM00098646,2018-09-21,80.42,,,27
RPM00098646,2018-09-22,79.88,87.80,74.48,27
RPM00098646,2018-09-23,81.32,88.34,75.56,27
RPM00098646,2018-09-24,83.48,89.60,75.92,29
RPM00098646,2018-09-25,84.02,91.76,78.44,29
RPM00098646,2018-09-26,83.30,90.68,,28
RPM00098646,2018-09-27,82.58,90.32,76.82,28
RPM00098646,2018-09-28,82.76,89.60,,28
RPM00098646,2018-09-29,84.20,90.32,78.08,29
RPM00098646,2018-09-30,84.74,92.30,79.16,29
RPM00098646,2018-10-01,80.24,90.50,,27
RPM00098646,2018-10-02,82.22,90.32,75.56,28
RPM00098646,2018-10-03,80.78,88.34,,27
RPM00098646,2018-10-04,81.86,90.32,75.92,28
RPM00098646,2018-10-05,82.58,91.76,,28
RPM00098646,2018-10-06,83.12,,74.66,28
RPM00098646,2018-10-07,83.84,91.94,,29
RPM00098646,2018-10-08,83.66,89.78,77.72,29
RPM00098646,2018-10-09,83.66,90.68,,29
RPM00098646,2018-10-10,83.84,89.60,76.64,29
RPM00098646,2018-10-11,85.28,89.96,79.16,30
RPM00098646,2018-10-12,84.92,90.68,,29
RPM00098646,2018-10-13,83.48,,,29
RPM00098646,2018-10-14,83.66,91.40,,29
RPM00098646,2018-10-15,82.58,87.80,74.66,28
RPM00098646,2018-10-16,81.68,,,28
RPM00098646,2018-10-17,82.58,88.16,77.00,28
RPM00098646,2018-10-18,83.12,89.60,78.08,28
RPM00098646,2018-10-19,82.22,89.60,,28
RPM00098646,2018-10-20,81.68,89.60,75.56,28
RPM00098646,2018-10-21,82.76,88.70,77.00,28
RPM00098646,2018-10-22,82.76,88.88,76.28,28
RPM00098646,2018-10-23,82.22,89.42,,28
RPM00098646,2018-10-24,82.76,89.60,75.38,28
RPM00098646,2018-10-25,83.12,89.60,76.10,28
RPM00098646,2018-10-26,83.48,89.60,78.44,29
RPM00098646,2018-10-27,83.12,90.14,,28
RPM00098646,2018-10-28,81.14,89.60,76.64,27
RPM00098646,2018-10-29,81.68,89.42,75.74,28
RPM00098646,2018-10-30,82.58,89.60,,28
RPM00098646,2018-10-31,83.30,90.32,76.82,28
RPM00098646,2018-11-01,84.74,90.14,77.90,29
RPM00098646,2018-11-02,84.38,89.60,,29
RPM00098646,2018-11-03,82.40,88.70,,28
RPM00098646,2018-11-04,82.58,88.16,76.28,28
RPM00098646,2018-11-05,80.96,84.20,,27
RPM00098646,2018-11-06,81.86,85.46,,28
RPM00098646,2018-11-07,83.12,,,28
RPM00098646,2018-11-08,83.12,88.88,76.46,28
RPM00098646,2018-11-09,82.76,89.96,77.18,28
RPM00098646,2018-11-10,80.96,84.74,,27
RPM00098646,2018-11-11,82.40,88.70,77.00,28
RPM00098646,2018-11-12,81.32,87.80,77.72,27
RPM00098646,2018-11-13,81.86,88.16,,28
RPM00098646,2018-11-14,82.22,89.96,77.36,28
RPM00098646,2018-11-15,80.78,87.26,,27
RPM00098646,2018-11-16,82.40,,75.74,28
RPM00098646,2018-11-17,81.14,87.80,,27
RPM00098646,2018-11-18,81.68,86.90,75.38,28
RPM00098646,2018-11-19,79.34,86.18,,26
RPM00098646,2018-11-20,77.72,,72.86,25
RPM00098646,2018-11-21,80.24,85.28,75.02,27
RPM00098646,2018-11-22,81.32,,,27
RPM00098646,2018-11-23,81.32,,76.10,27
RPM00098646,2018-11-24,82.04,87.80,76.10,28
RPM00098646,2018-11-25,80.96,87.44,77.72,27
RPM00098646,2018-11-26,82.22,87.98,,28
RPM00098646,2018-11-27,82.22,89.78,75.38,28
RPM00098646,2018-11-28,82.94,88.16,76.82,28
RPM00098646,2018-11-29,82.58,87.26,77.54,28
RPM00098646,2018-11-30,80.42,86.00,,27
RPM00098646,2018-12-01,81.32,87.98,76.64,27
RPM00098646,2018-12-02,81.32,85.64,,27
RPM00098646,2018-12-03,81.68,,76.46,28
RPM00098646,2018-12-04,82.94,88.16,,28
RPM00098646,2018-12-05,83.12,87.98,77.72,28
RPM00098646,2018-12-06,82.40,87.80,77.72,28
RPM00098646,2018-12-07,80.78,87.80,,27
RPM00098646,2018-12-08,82.40,,,28
RPM00098646,2018-12-09,82.04,87.80,,28
RPM00098646,2018-12-10,82.40,,75.20,28
RPM00098646,2018-12-11,81.68,89.24,,28
RPM00098646,2018-12-12,81.32,88.16,77.00,27
RPM00098646,2018-12-13,80.42,87.44,77.72,27
RPM00098646,2018-12-14,82.22,89.06,77.72,28
RPM00098646,2018-12-15,80.96,87.08,,27
RPM00098646,2018-12-16,80.78,88.16,,27
RPM00098646,2018-12-17,81.86,88.52,73.40,28
RPM00098646,2018-12-18,81.14,85.64,77.00,27
RPM00098646,2018-12-19,81.14,88.34,,27
RPM00098646,2018-12-20,76.64,78.80,,25
RPM00098646,2018-12-21,80.24,84.56,,27
RPM00098646,2018-12-22,79.88,84.56,75.20,27
RPM00098646,2018-12-23,79.70,,,26
RPM00098646,2018-12-24,80.42,86.36,74.84,27
RPM00098646,2018-12-25,81.68,87.26,75.20,28
RPM00098646,2018-12-26,81.32,87.26,,27
RPM00098646,2018-12-27,81.32,86.72,,27
RPM00098646,2018-12-28,78.08,,,26
RPM00098646,2018-12-29,80.60,87.62,75.92,27
RPM00098646,2018-12-30,80.78,86.18,,27
RPM00098646,2018-12-31,82.04,86.72,75.56,28
RPM00098646,2019-01-01,82.22,,,28
RPM00098646,2019-01-02,81.68,,,28
RPM00098646,2019-01-03,80.42,87.08,76.10,27
RPM00098646,2019-01-04,77.00,80.60,,25
RPM00098646,2019-01-05,80.24,86.00,,27
RPM00098646,2019-01-06,79.70,85.64,,26
RPM00098646,2019-01-07,79.16,85.10,73.58,26
RPM00098646,2019-01-08,80.78,86.36,73.76,27
RPM00098646,2019-01-09,80.06,86.18,74.48,27
RPM00098646,2019-01-10,75.92,83.48,,24
RPM00098646,2019-01-11,79.70,86.00,72.32,26
RPM00098646,2019-01-12,80.96,87.08,73.94,27
RPM00098646,2019-01-13,80.96,86.18,,27
RPM00098646,2019-01-14,80.78,85.82,,27
RPM00098646,2019-01-15,80.24,86.90,,27
RPM00098646,2019-01-16,81.14,86.00,73.58,27
RPM00098646,2019-01-17,80.42,86.54,,27
RPM00098646,2019-01-18,79.16,85.10,76.64,26
RPM00098646,2019-01-19,80.24,85.64,77.00,27
RPM00098646,2019-01-20,79.70,83.84,76.46,26
RPM00098646,2019-01-21,80.06,86.72,,27
RPM00098646,2019-01-22,79.88,86.18,75.38,27
RPM00098646,2019-01-23,79.88,84.20,76.64,27
RPM00098646,2019-01-24,80.42,,,27
RPM00098646,2019-01-25,80.06,85.46,77.00,27
RPM00098646,2019-01-26,79.88,86.00,,27
RPM00098646,2019-01-27,79.34,84.20,,26
RPM00098646,2019-01-28,79.16,84.20,,26
RPM00098646,2019-01-29,78.44,,,26
RPM00098646,2019-01-30,80.24,85.28,73.22,27
RPM00098646,2019-01-31,79.88,84.56,,27
RPM00098646,2019-02-01,79.34,86.90,,26
RPM00098646,2019-02-02,77.72,84.56,,25
RPM00098646,2019-02-03,80.42,86.00,71.42,27
RPM00098646,2019-02-04,81.14,86.36,74.66,27
RPM00098646,2019-02-05,81.32,87.08,,27
RPM00098646,2019-02-06,78.98,85.64,,26
RPM00098646,2019-02-07,79.34,86.00,72.68,26
RPM00098646,2019-02-08,80.78,86.36,74.48,27
RPM00098646,2019-02-09,78.62,87.44,,26
RPM00098646,2019-02-10,79.70,,,26
RPM00098646,2019-02-11,80.42,87.08,73.40,27
RPM00098646,2019-02-12,79.52,84.92,,26
RPM00098646,2019-02-13,80.78,87.08,73.04,27
RPM00098646,2019-02-14,76.28,82.04,73.76,25
RPM00098646,2019-02-15,75.74,80.24,,24
RPM00098646,2019-02-16,79.52,84.74,73.22,26
RPM00098646,2019-02-17,80.42,,73.04,27
RPM00098646,2019-02-18,80.06,86.54,74.84,27
RPM00098646,2019-02-19,80.42,85.46,75.38,27
RPM00098646,2019-02-20,79.88,86.18,,27
RPM00098646,2019-02-21,78.98,86.90,72.86,26
RPM00098646,2019-02-22,79.34,86.18,72.14,26
RPM00098646,2019-02-23,80.24,86.54,73.22,27
RPM00098646,2019-02-24,80.06,,75.02,27
RPM00098646,2019-02-25,79.52,86.36,,26
RPM00098646,2019-02-26,78.62,84.74,,26
RPM00098646,2019-02-27,79.34,86.00,70.88,26
RPM00098646,2019-02-28,80.96,87.08,71.06,27
RPM00098646,2019-03-01,80.78,86.90,,27
RPM00098646,2019-03-02,81.14,87.26,74.66,27
RPM00098646,2019-03-03,82.04,89.06,75.02,28
RPM00098646,2019-03-04,82.04,88.34,,28
RPM00098646,2019-03-05,81.50,87.26,75.38,28
RPM00098646,2019-03-06,81.14,87.62,,27
RPM00098646,2019-03-07,81.14,87.62,,27
RPM00098646,2019-03-08,80.60,87.26,,27
RPM00098646,2019-03-09,80.78,88.88,73.40,27
RPM00098646,2019-03-10,80.78,89.60,73.40,27
RPM00098646,2019-03-11,81.50,88.88,72.68,28
RPM00098646,2019-03-12,80.96,88.16,,27
RPM00098646,2019-03-13,81.86,,72.68,28
RPM00098646,2019-03-14,81.32,89.42,72.86,27
RPM00098646,2019-03-15,80.96,89.06,72.32,27
RPM00098646,2019-03-16,81.50,89.96,,28
RPM00098646,2019-03-17,79.70,,,26
RPM00098646,2019-03-18,81.86,88.16,76.10,28
RPM00098646,2019-03-19,79.88,,,27
RPM00098646,2019-03-20,82.58,89.06,75.20,28
RPM00098646,2019-03-21,82.04,89.60,,28
RPM00098646,2019-03-22,81.32,,74.48,27
RPM00098646,2019-03-23,82.94,,73.94,28
RPM00098646,2019-03-24,82.58,,,28
RPM00098646,2019-03-25,81.32,88.34,,27
RPM00098646,2019-03-26,81.32,89.06,74.66,27
RPM00098646,2019-03-27,77.90,84.20,,26
RPM00098646,2019-03-28,82.94,89.60,74.12,28
RPM00098646,2019-03-29,80.78,89.96,,27
RPM00098646,2019-03-30,81.68,,73.22,28
RPM00098646,2019-03-31,81.86,89.06,73.22,28
RPM00098646,2019-04-01,81.32,87.44,74.84,27
RPM00098646,2019-04-02,82.04,87.98,,28
RPM00098646,2019-04-03,81.86,89.06,,28
RPM00098646,2019-04-04,82.22,89.42,74.48,28
RPM00098646,2019-04-05,83.48,89.06,75.92,29
RPM00098646,2019-04-06,81.68,88.34,78.26,28
RPM00098646,2019-04-07,84.74,91.58,77.72,29
RPM00098646,2019-04-08,81.50,88.70,78.08,28
RPM00098646,2019-04-09,80.24,87.26,,27
RPM00098646,2019-04-10,82.22,88.34,77.90,28
RPM00098646,2019-04-11,83.84,,79.16,29
RPM00098646,2019-04-12,84.92,92.84,,29
RPM00098646,2019-04-13,83.84,,,29
RPM00098646,2019-04-14,83.12,90.50,76.46,28
RPM00098646,2019-04-15,83.48,92.12,,29
RPM00098646,2019-04-16,84.20,92.30,75.92,29
RPM00098646,2019-04-17,83.48,91.94,76.28,29
RPM00098646,2019-04-18,84.74,93.92,77.54,29
RPM00098646,2019-04-19,84.38,91.40,78.26,29
RPM00098646,2019-04-20,84.56,94.28,,29
RPM00098646,2019-04-21,84.38,,76.64,29
RPM00098646,2019-04-22,84.20,90.68,75.92,29
RPM00098646,2019-04-23,84.38,90.14,78.44,29
RPM00098646,2019-04-24,84.38,91.94,,29
RPM00098646,2019-04-25,83.84,90.50,76.46,29
RPM00098646,2019-04-26,84.74,92.48,77.90,29
RPM00098646,2019-04-27,84.38,91.22,77.72,29
RPM00098646,2019-04-28,83.66,92.30,,29
RPM00098646,2019-04-29,84.74,92.48,77.54,29
RPM00098646,2019-04-30,85.64,92.30,78.08,30
RPM00098646,2019-05-01,84.74,91.04,,29
RPM00098646,2019-05-02,85.28,93.38,80.78,30
RPM00098646,2019-05-03,85.28,93.74,,30
RPM00098646,2019-05-04,85.28,95.18,,30
RPM00098646,2019-05-05,84.74,91.76,,29
RPM00098646,2019-05-06,86.54,95.36,78.80,30
RPM00098646,2019-05-07,86.36,94.46,,30
RPM00098646,2019-05-08,86.54,96.80,79.16,30
RPM00098646,2019-05-09,83.84,91.76,,29
RPM00098646,2019-05-10,85.82,95.18,79.70,30
RPM00098646,2019-05-11,85.46,91.40,80.24,30
RPM00098646,2019-05-12,87.08,95.54,80.42,31
RPM00098646,2019-05-13,87.98,95.54,80.60,31
RPM00098646,2019-05-14,87.08,95.18,80.42,31
RPM00098646,2019-05-15,86.54,94.82,,30
RPM00098646,2019-05-16,87.08,95.36,,31
RPM00098646,2019-05-17,84.20,93.20,77.36,29
RPM00098646,2019-05-18,86.18,95.00,79.34,30
RPM00098646,2019-05-19,86.36,94.64,80.06,30
RPM00098646,2019-05-20,86.54,96.26,,30
RPM00098646,2019-05-21,85.28,93.38,,30
RPM00098646,2019-05-22,85.64,95.90,,30
RPM00098646,2019-05-23,83.84,92.48,,29
RPM00098646,2019-05-24,84.92,93.56,79.16,29
RPM00098646,2019-05-25,85.28,92.30,80.06,30
RPM00098646,2019-05-26,86.18,93.02,80.24,30
RPM00098646,2019-05-27,86.54,,80.24,30
RPM00098646,2019-05-28,86.36,94.46,,30
RPM00098646,2019-05-29,87.26,93.92,79.70,31
RPM00098646,2019-05-30,87.08,92.48,81.14,31
RPM00098646,2019-05-31,87.26,,82.22,31
RPM00098646,2019-06-01,86.54,,81.86,30
RPM00098646,2019-06-02,86.36,,82.04,30
RPM00098646,2019-06-03,87.26,95.00,81.68,31
RPM00098646,2019-06-04,85.64,94.64,,30
RPM00098646,2019-06-05,83.12,92.84,,28
RPM00098646,2019-06-06,83.66,91.58,76.46,29
RPM00098646,2019-06-07,86.18,93.56,80.60,30
RPM00098646,2019-06-08,85.64,93.38,79.52,30
RPM00098646,2019-06-09,84.56,92.12,,29
RPM00098646,2019-06-10,85.82,93.92,,30
RPM00098646,2019-06-11,86.54,94.64,78.26,30
RPM00098646,2019-06-12,87.08,94.64,81.32,31
RPM00098646,2019-06-13,87.08,,,31
RPM00098646,2019-06-14,85.10,95.00,,29
RPM00098646,2019-06-15,86.00,94.64,79.88,30
RPM00098646,2019-06-16,86.36,93.74,,30
RPM00098646,2019-06-17,86.36,93.38,79.52,30
RPM00098646,2019-06-18,87.26,94.10,80.60,31
RPM00098646,2019-06-19,87.08,94.46,81.32,31
RPM00098646,2019-06-20,86.36,95.00,,30
RPM00098646,2019-06-21,86.54,93.74,80.42,30
RPM00098646,2019-06-22,86.18,95.00,79.88,30
RPM00098646,2019-06-23,82.04,93.02,,28
RPM00098646,2019-06-24,82.40,90.86,74.48,28
RPM00098646,2019-06-25,85.82,93.56,75.02,30
RPM00098646,2019-06-26,84.02,92.84,,29
RPM00098646,2019-06-27,84.92,91.76,,29
RPM00098646,2019-06-28,84.56,90.68,,29
RPM00098646,2019-06-29,84.38,93.20,,29
RPM00098646,2019-06-30,82.94,89.78,78.98,28
RPM00098646,2019-07-01,83.30,90.14,,28
RPM00098646,2019-07-02,83.48,90.86,77.36,29
RPM00098646,2019-07-03,82.76,92.48,,28
RPM00098646,2019-07-04,81.32,89.78,74.48,27
RPM00098646,2019-07-05,82.94,89.42,,28
RPM00098646,2019-07-06,84.02,89.96,78.26,29
RPM00098646,2019-07-07,84.38,91.76,,29
RPM00098646,2019-07-08,83.66,89.78,76.28,29
RPM00098646,2019-07-09,82.58,89.96,74.84,28
RPM00098646,2019-07-10,83.30,90.32,,28
RPM00098646,2019-07-11,84.56,90.50,78.26,29
RPM00098646,2019-07-12,83.48,91.22,79.16,29
RPM00098646,2019-07-13,80.06,88.88,,27
RPM00098646,2019-07-14,80.96,,,27
RPM00098646,2019-07-15,80.78,86.00,,27
RPM00098646,2019-07-16,80.78,83.48,76.64,27
RPM00098646,2019-07-17,84.02,88.34,77.00,29
RPM00098646,2019-07-18,84.20,,,29
RPM00098646,2019-07-19,85.10,93.56,78.44,29
RPM00098646,2019-07-20,85.46,91.76,79.16,30
RPM00098646,2019-07-21,82.94,90.86,,28
RPM00098646,2019-07-22,80.78,90.14,76.64,27
RPM00098646,2019-07-23,81.68,89.60,,28
RPM00098646,2019-07-24,82.76,88.52,77.54,28
RPM00098646,2019-07-25,83.84,89.78,78.26,29
RPM00098646,2019-07-26,84.02,90.50,77.72,29
RPM00098646,2019-07-27,81.32,89.60,,27
RPM00098646,2019-07-28,78.98,84.20,,26
RPM00098646,2019-07-29,82.40,88.34,75.20,28
RPM00098646,2019-07-30,83.66,89.96,78.26,29
RPM00098646,2019-07-31,82.76,88.88,,28
RPM00098646,2019-08-01,84.20,89.24,79.88,29
RPM00098646,2019-08-02,81.50,89.60,,28
RPM00098646,2019-08-03,80.60,88.52,73.76,27
RPM00098646,2019-08-04,83.12,90.14,75.56,28
RPM00098646,2019-08-05,83.84,88.52,79.16,29
RPM00098646,2019-08-06,82.40,88.16,,28
RPM00098646,2019-08-07,84.92,88.52,,29
RPM00098646,2019-08-08,84.92,89.78,,29
RPM00098646,2019-08-09,85.10,91.40,,29
RPM00098646,2019-08-10,85.10,92.30,,29
RPM00098646,2019-08-11,85.64,92.12,79.16,30
RPM00098646,2019-08-12,85.46,92.12,79.52,30
RPM00098646,2019-08-13,84.92,92.12,79.52,29
RPM00098646,2019-08-14,85.28,92.48,79.52,30
RPM00098646,2019-08-15,85.64,92.12,79.16,30
RPM00098646,2019-08-16,85.10,91.40,79.70,29
RPM00098646,2019-08-17,84.02,92.48,,29
RPM00098646,2019-08-18,83.48,92.12,77.36,29
RPM00098646,2019-08-19,84.56,92.12,77.72,29
RPM00098646,2019-08-20,82.04,91.58,,28
RPM00098646,2019-08-21,81.68,86.18,72.68,28
RPM00098646,2019-08-22,81.68,88.70,78.80,28
RPM00098646,2019-08-23,83.12,88.88,78.62,28
RPM00098646,2019-08-24,84.38,91.40,,29
RPM00098646,2019-08-25,84.20,91.04,77.36,29
RPM00098646,2019-08-26,82.04,90.68,,28
RPM00098646,2019-08-27,81.68,85.64,78.44,28
RPM00098646,2019-08-28,84.20,90.32,,29
RPM00098646,2019-08-29,83.48,89.60,,29
RPM00098646,2019-08-30,84.38,91.76,78.80,29
RPM00098646,2019-08-31,81.68,88.16,,28
RPM00098646,2019-09-01,79.70,87.26,,26
RPM00098646,2019-09-02,82.94,,75.56,28
RPM00098646,2019-09-03,82.58,89.42,,28
RPM00098646,2019-09-04,83.66,90.32,76.64,29
RPM00098646,2019-09-05,84.20,91.04,79.70,29
RPM00098646,2019-09-06,84.74,91.40,79.88,29
RPM00098646,2019-09-07,84.92,92.12,79.70,29
RPM00098646,2019-09-08,84.56,92.84,,29
RPM00098646,2019-09-09,84.38,92.30,78.80,29
RPM00098646,2019-09-10,84.74,90.50,79.34,29
RPM00098646,2019-09-11,83.12,91.94,,28
RPM00098646,2019-09-12,81.86,88.70,77.54,28
RPM00098646,2019-09-13,80.24,88.70,,27
RPM00098646,2019-09-14,83.12,89.24,75.74,28
RPM00098646,2019-09-15,83.12,88.34,,28
RPM00098646,2019-09-16,84.92,90.86,78.26,29
RPM00098646,2019-09-17,84.92,92.12,,29
RPM00098646,2019-09-18,83.84,92.48,,29
RPM00098646,2019-09-19,84.02,91.76,,29
RPM00098646,2019-09-20,83.30,91.76,78.44,28
RPM00098646,2019-09-21,83.48,93.56,,29
RPM00098646,2019-09-22,84.74,94.28,77.36,29
RPM00098646,2019-09-23,83.84,,77.54,29
RPM00098646,2019-09-24,85.28,92.12,77.72,30
RPM00098646,2019-09-25,85.10,92.66,80.06,29
RPM00098646,2019-09-26,85.82,93.92,79.88,30
RPM00098646,2019-09-27,85.28,93.74,,30
RPM00098646,2019-09-28,85.10,92.66,78.44,29
RPM00098646,2019-09-29,86.00,93.74,,30
RPM00098646,2019-09-30,83.84,91.76,77.54,29
RPM00098646,2019-10-01,84.38,,,29
RPM00098646,2019-10-02,84.38,91.04,76.10,29
RPM00098646,2019-10-03,82.04,91.04,,28
RPM00098646,2019-10-04,82.22,90.68,,28
RPM00098646,2019-10-05,81.86,90.32,75.02,28
RPM00098646,2019-10-06,84.56,91.22,77.18,29
RPM00098646,2019-10-07,84.92,91.94,79.34,29
RPM00098646,2019-10-08,83.66,89.60,,29
RPM00098646,2019-10-09,82.94,90.68,,28
RPM00098646,2019-10-10,80.06,84.56,,27
RPM00098646,2019-10-11,80.96,89.96,,27
RPM00098646,2019-10-12,81.68,89.78,75.20,28
RPM00098646,2019-10-13,82.22,87.80,75.74,28
RPM00098646,2019-10-14,81.68,87.98,77.00,28
RPM00098646,2019-10-15,83.12,88.34,77.54,28
RPM00098646,2019-10-16,83.12,89.42,,28
RPM00098646,2019-10-17,81.32,87.80,,27
RPM00098646,2019-10-18,83.84,90.50,76.64,29
RPM00098646,2019-10-19,84.02,,78.26,29
RPM00098646,2019-10-20,84.38,,78.62,29
RPM00098646,2019-10-21,84.38,90.86,,29
RPM00098646,2019-10-22,84.38,91.04,76.64,29
RPM00098646,2019-10-23,83.48,90.86,,29
RPM00098646,2019-10-24,84.56,90.50,75.20,29
RPM00098646,2019-10-25,84.74,,79.16,29
RPM00098646,2019-10-26,82.94,89.96,,28
RPM00098646,2019-10-27,80.78,88.34,,27
RPM00098646,2019-10-28,82.76,89.24,76.10,28
RPM00098646,2019-10-29,84.02,91.04,,29
RPM00098646,2019-10-30,80.96,90.14,,27
RPM00098646,2019-10-31,81.32,87.80,74.66,27
RPM00098646,2019-11-01,82.22,87.08,76.82,28
RPM00098646,2019-11-02,81.68,87.08,,28
RPM00098646,2019-11-03,83.84,89.60,77.00,29
RPM00098646,2019-11-04,84.38,91.04,77.36,29
RPM00098646,2019-11-05,81.32,89.60,,27
RPM00098646,2019-11-06,82.94,,76.64,28
RPM00098646,2019-11-07,83.66,88.34,78.08,29
RPM00098646,2019-11-08,81.14,90.50,,27
RPM00098646,2019-11-09,84.02,90.32,75.56,29
RPM00098646,2019-11-10,83.12,,,28
RPM00098646,2019-11-11,80.42,90.68,,27
RPM00098646,2019-11-12,82.04,87.44,76.46,28
RPM00098646,2019-11-13,82.40,87.80,,28
RPM00098646,2019-11-14,83.66,,76.46,29
RPM00098646,2019-11-15,84.38,92.84,76.64,29
RPM00098646,2019-11-16,83.48,88.70,78.26,29
RPM00098646,2019-11-17,82.76,88.16,,28
RPM00098646,2019-11-18,83.84,91.40,77.72,29
RPM00098646,2019-11-19,82.22,91.22,,28
RPM00098646,2019-11-20,84.38,92.12,78.08,29
RPM00098646,2019-11-21,82.76,90.32,,28
